ID,Account,Date,Description,Amount
ebb60a7dfa0eb6cec858f7401dc6e3b3cca4c52d,RBC Visa,7/11/2026,THE WITCH OF ENDOR LRS MAPLE RIDGE BC,-3.00,cad
65133aacd7a1cc2bf7ed9579c9e615b270141d2f,RBC Visa,7/12/2026,SHELL C00026 COQUITLAM BC,-46.71,cad
fcba32760026a3346774a87a318f914efc275810,RBC Visa,7/13/2026,NOVA BAR & GRILL PORT MOODY BC,-155.82,cad
5015d47795e76216a62173cf3a2e2b0814925571,RBC Visa,7/13/2026,DOORDASHGOODPHOGR DOWNTOWN TOROON,-98.49,cad
77abc6b42c3846fa1a51a6c785cb698d8aa091a7,RBC Visa,7/14/2026,Thule Canada Inc Quebec QC,-433.91,cad
33f289cbff3436a63fbc9040f664cddf68e52cb5,RBC Visa,7/14/2026,CONCORD PARKING BURNABY BC,-6.50,cad
2e7ec1e8b747bb8451010c3af7868ac5699041ca,RBC Visa,7/14/2026,MOODY MEAT MARKET PORT MOODY BC,-11.50,cad
b886c7ecfe4a81b7a2d257c3ea5c6a0b7c40e380,RBC Visa,7/14/2026,DELTA AIR 0064827798558MONTREAL QC,-224.38,cad
0106ea8815d94fba31b2c19f4476f880b0c6834c,RBC Visa,7/14/2026,DELTA AIR 0064827798559MONTREAL QC,-224.38,cad
50642590c632abdcf1dc1664565654f38e31a2cc,RBC Visa,7/14/2026,DELTA AIR 0064827798560MONTREAL QC,-224.38,cad
d458c5857851d022e15705702e60b43d7a31e4f7,RBC Visa,7/14/2026,DELTA AIR 0064827798561MONTREAL QC,-224.38,cad
568b285594a523cc092aed154e61e8f71371f8ad,RBC Visa,7/15/2026,COASTAL SPIRITS AND WINE PORT MOODY BC,-56.07,cad
72da1a0b23d1379be5b3c5a2ecd4e24cf2517c87,RBC Visa,7/15/2026,SQ *BANTER ICE CREAM ABBOAbbotsford BC,-16.30,cad
2b02df0b50b4fc2de05ed4359c1e447f92491125,RBC Visa,7/15/2026,GAP.COM 800-427-7895 ON,121.88,cad
6619313a4064a89cd34e0fea3c1790a46e6aaa1f,RBC Visa,7/15/2026,Amazon.ca*AW9264MO3 866-216-1072 ON,-39.37,cad
1430b00c7c6b1f69329bd3cd7ab7653682057a83,RBC Visa,7/16/2026,SQ *TWIN SAILS BREWING Port Moody BC,-7.33,cad
789394dc2c7892be90490f83754d1acff8559fd1,RBC Visa,7/15/2026,AIR CAN* 0142332129284AIRCANADA.COMMB,-344.40,cad
4d8ee325bba990c6aa5ce3e2f277d03de509083a,RBC Visa,7/15/2026,SKT FARM MARKET ABBOTSFORD BC,-47.46,cad
87d069ea69e62344b7a1caaf1b311b7ecfa543c0,RBC Visa,7/15/2026,AIR CAN* 0142332129281AIRCANADA.COMMB,-344.40,cad
1ac70884dbcab86bd705883d82675b4c4eb73766,RBC Visa,7/15/2026,AIR CAN* 0142332129282AIRCANADA.COMMB,-344.40,cad
3e43a6ea94c40a912c3d50e777f7cfa0ddff3466,RBC Visa,7/15/2026,AIR CAN* 0142332129283AIRCANADA.COMMB,-344.40,cad
611665f388019edf7e0927d7f8b60816ed7f0fa6,RBC Visa,7/16/2026,APPLE.COM/BILL 866-712-7753 ON,-12.31,cad
9e50d10abcad2da81a7f396a3ad3090eb13f8f9e,RBC Visa,7/16/2026,AMZN Mktp CA*XJ28C9G03 866-216-1072 ON,-20.15,cad
4383fe8344587de903de7e1e7c0548b201eb7e12,RBC Visa,7/16/2026,SUTER BROOK PARKING VANCOUVER BC,-1.70,cad
7f0574ab5aba274b72e9135a439b990b29114e91,RBC Visa,7/16/2026,SieBro Bakers Ltd. Port Moody BC,-5.75,cad
d0e5750c1f3a9437cc5243eda2c8231ff3007cda,RBC Visa,7/16/2026,CPC SCP/POSTE CANADA P OTTAWA ON,-105.79,cad
916d199b632af2dbbe009803755cfe4e0f2b3111,RBC Visa,7/17/2026,AMZN Mktp CA 866-216-1072 ON,29.39,cad
63539eae616a8564b47d8ad04698261e9513606b,RBC Visa,7/16/2026,THRIFTY FOODS #9470 PORT MOODY BC,-63.61,cad
41b5344695977c2561fda2ff45b3cb8f512c6851,RBC Visa,7/18/2026,SQ *BOSS HOGS BBQ Vancouver BC,-90.30,cad
d9acb7bb42c4eacaf03a34c813f991cacb19edfe,RBC Visa,7/18/2026,BETTER MEALS BURNABY BC,-62.00,cad
5f3dd018358e95294985ba0b8c21c27faea2db9f,RBC Visa,7/18/2026,BEACH ACRES RESORT 250-2483424 BC,-2587.50,cad
d9f21d1b3b69f324fa015e4f723b3f50abd441a1,RBC Visa,7/18/2026,SQ *ROCKY POINT ICE CREAMPort Moody BC,-20.00,cad
20d8e24c2535dd5720b3251d46ad30649a939f4d,RBC Visa,7/19/2026,PAYMENT - THANK YOU / PAIEMENT - MERCI,4000.00,cad
3b6627f94f0c8633c49900022e6bdce7a995d293,RBC Visa,7/19/2026,ARITZIA.COM 855-274-8942 BC,-35.84,cad
05693447742bfcb21c2f829acdb5f6dd932c28c5,RBC Visa,7/19/2026,ESSO 7-ELEVEN 37877 ABBOTSFORD BC,-67.53,cad
d5a71971c60aa42e2d8c5472668cae51d1413909,RBC Visa,7/21/2026,WAVES COFFEE COQ CTRE COQUITLAM BC,-4.99,cad
ae2e98c6bec2f3e70b67bf9dbf1667c9c0609669,RBC Visa,7/22/2026,SQ *MAMA SAID PIZZA RESTA8774174551 BC,-140.48,cad
99a6fbbbee2f7875c94a8d548ecc212004e88fbe,RBC Visa,7/22/2026,Amazon.ca*3I2710P53 866-216-1072 ON,-60.32,cad
